Original Name,Translated Name,Translated Description,Version
Sadistic Butchery,Sadistisches Gemetzel,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an):*
Solange Ramsay Einfluss auf eine befreundete Einheit ausübt, erhalten ihre Nahkampfangriffe **Durch das Gemetzel befeuert**:
Nachdem diese Einheit einen Nahkampfangriff abgeschlossen hat, falls der Verteidiger mindestens 1 **Wunde** erlitten hat, heilt diese Einheit 1 **Wunde**, +1 zusätzliche **Wunde** für jede vernichtete Schlachtreihe des Verteidigers.",2021
Samwell's Influence,Samwells Einfluss,"Bei Spielbeginn wird 1 Befehlsmarker auf Goldy gelegt. Immer wenn Goldy eine Zone auf der Taktiktafel beansprucht, nachdem der Effekt jener Zone abgehandelt worden ist, lege 1 Befehlsmarker von Goldy ab.
Falls am Ende der Runde keine Befehlsmarker auf Goldy liegen, vernichte Goldy.",S04
Scholar Among Raiders,Ein Gelehrter unter Räubern,"Bei Spielbeginn werden 2 **Befehlsmarker** auf Rodrik gelegt.
Zu Beginn eines beliebigen Zuges darfst du 1 **Befehlsmarker** von Rodrik ablegen.
Falls du das tust, lege eine beliebige Anzahl an Taktikkarten von deiner Hand beiseite und ziehe dann ebenso viele Karten +1. Mische danach die beiseite gelegten Karten in dein Taktikdeck.",2021
Shifting Loyalties,Wechselnde Loyalitäten,"Bei Spielbeginn werden 3 **Befehlsmarker** auf Alester gelegt.
Immer wenn Alester eine Zone auf der Taktiktafel beansprucht, nachdem der Effekt jener Zone abgehandelt worden ist, darfst du 1 **Befehlsmarker** von ihm ablegen. Falls du das tust, bewege ihn auf eine beliebige freie Zone oder tausche die Zone mit einer beliebigen anderen zivilen Einheit.",2021
Skillful Preparations,Geschickte Vorbereitungen,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Solange Manke Einfluss auf eine Einheit ausübt, immer wenn jene Einheit aktiviert wird oder von einer Taktikzone zum Ziel bestimmt wird, bevor der Effekt jener Zone abgehandelt wird, darfst du 1 Taktikkarte ziehen.",S04
Smuggler's Cunning,Schmugglerlist,"Bei Spielbeginn werden 3 **Befehlsmarker** auf Davos gelegt.
Immer wenn eine befreundete Einheit einen Ansturm durchführt, nachdem die Würfel für die Bewegungsweite des Ansturms geworfen worden sind, darfst du 1 **Befehlsmarker** von Davos ablegen. Falls du das tust, darfst du alle Würfel für die Bewegungsweite des Ansturms neu werfen.
Immer wenn eine befreundete Einheit aktiviert wird, darfst du 1 **Befehlsmarker** von Davos ablegen. Falls du das tust, dürfen Feinde, die mit jener Einheit im Nahkampf sind, bis zum Ende des Zuges keine Befehle verwenden oder zum Ziel von befreundeten Taktikkarten bestimmt werden.",2021
Southern Discipline,Disziplin des Südens,Du darfst ein Mal pro Partie zu Beginn einer beliebigen Runde dein Taktikdeck oder deinen Ablagestapel nach 1 Taktikkarte **Koordinationstaktik** oder **Rückzug und Neuformierung** durchsuchen und sie deiner Hand hinzufügen. Mische danach dein Taktikdeck.,S04
Spearwife Council,Rat einer Speerfrau,"Immer wenn Dalla eine Zone auf der Taktiktafel beansprucht, führe Folgendes durch, basierend auf der Zone, die sie beansprucht hat:
[CROWN]: 1 Feind wird **Geschwächt**.
[MONEY]: Anstatt einen Zustandsmarker abzulegen, bestimme 1 Feind, der mit jener Einheit im Nahkampf ist, zum Ziel. Er erleidet 1 Treffer, +1 Treffer für jede verbleibende Schlachtreihe dieser Einheit.
[LETTER]: Anstatt Karten zu ziehen, schau dir die obersten 2 Karten des Taktikdecks deines Gegners an. Du darfst eine der Karten ablegen. Lege die übrigen Karten zurück auf das Taktikdeck.",S04
Spearwife's Guile,Listenreiche Speerfrau,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Solange Ygritte Einfluss auf eine befreundete Einheit ausübt, erhält jene Einheit +1 [MOVEMENT] und ignoriert die Schlüsselwörter **Einschränkend** und **Unwegsam**.
Solange Ygritte Einfluss auf eine feindliche Einheit ausübt, erleidet jener Feind –1 [MOVEMENT] und löst bei Würfen für die Bewegungsweite des Ansturms von 1 oder 2 einen ungeordneten Ansturm aus.",2021
Strategic Alliance,Strategisches Bündnis,"Ein Mal pro Partie, sobald Walder eine Zone auf der Taktiktafel beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Wähle 2 der folgenden Effekte:
• 1 Feind wird **Geschwächt**, **Verwundbar** und **Panisch**.
• 1 befreundete Einheit heilt 3 **Wunden**.
• Zu Beginn der nächsten Runde wirst du Startspieler.*",S04
Sunspear Secrets,Geheimnisse von Sonnspeer,"Immer wenn Doran Martell die Zone auf der Taktiktafel beansprucht, die der Runde entspricht, lege 1 Befehlsmarker auf ihn.
• Runde 1: [MONEY] oder [SWORDS]
• Runde 2: [CROWN] oder [OASIS]
• Runde 3: [LETTER] oder [HORSE]
• Runde 4: [CROWN] oder [SWORDS]
• Runde 5: [MONEY] oder [OASIS]
• Runde 6: [LETTER] oder [HORSE] 
Falls am Ende einer Runde 4+ Befehlsmarker auf Doran Martell liegen, erhältst du 2 Siegpunkte.",2021-S03
Support Of Haystack Hall,Unterstützung von Erntehall,"Immer wenn Shyra die [CROWN]-Zone beansprucht, heile 1 **Wunde** von 1 befreundeten Kampfeinheit. 
Immer wenn Shyra die [LETTER]-Zone beansprucht, lege 1 Zustandsmarker von 1 befreundeten Kampfeinheit ab. 
Immer wenn Shyra die [MONEY]-Zone beansprucht, falls du einen Zustandsmarker ablegst, lege 1 Zustandsmarker jener Art auf 1 feindliche Kampfeinheit.",2021
Tactical Mastermind,Genialer Taktiker,"Du hältst +1 Taktikkarte auf der Hand. Du beginnst die Partie mit 4 Karten und darfst immer auf 4 Karten aufziehen, sobald du deine Hand auffüllst.
Du darfst ein Mal pro Partie, sobald ein Gegner eine Taktikkarte spielt, bevor jene Karte abgehandelt wird, dein Taktikdeck oder deinen Ablagestapel nach 1 Taktikkarte **Gegenkomplott** durchsuchen und sie spielen. Mische danach dein Taktikdeck.",2021
The Rains of Castamere,Der Regen von Castamaer,"Bestimme ein Mal pro Partie zu Beginn eines beliebigen Zuges beliebig viele feindliche Kampfeinheiten zum Ziel:
• 1 dieser Feinde wird **Panisch**.
• 1 dieser Feinde wird **Verwundbar**.
• 1 dieser Feinde erleidet 4 Treffer.
• 1 dieser Feinde muss 1 Panikprobe ablegen.
• 1 dieser Feinde verliert bis zum Ende der Runde alle Fähigkeiten.
*(Dieselbe Kampfeinheit darf für mehrere Effekte zum Ziel bestimmt werden.)*",2021
"The Way, Revealed",Der offenbarte Weg,"Bei Spielbeginn werden 2 **Befehlsmarker** auf Quaithe gelegt.
Zu Beginn eines feindlichen Zuges darfst du 1 **Befehlsmarker** von Quaithe ablegen. Falls du das tust, bestimme 1 feindliche Einheit zum Ziel.
Falls jene Einheit in diesem Zug eine Aktion durchführt, bevor jene Aktion abgehandelt wird, darf 1 deiner befreundeten Kampfeinheiten 1 Manöver-, Marsch- oder Rückzugsaktion durchführen.",2021
Time May Yet Come,Die Zeit wird noch kommen,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Solange Ser Denys Mallister Einfluss auf eine befreundete Einheit ausübt, falls jene Einheit den Zug im Nahkampf begonnen hat, immer wenn sie einen Nahkampfangriff durchführt, bevor die Angriffswürfel geworfen werden, wähle 1 der folgenden Effekte. Falls diese Einheit nur noch 1 verbleibende Schlachtreihe hat, erhältst du stattdessen beide:
• Diese Einheit verwendet ihren höchsten Angriffswürfelwert.
• 1 Feind, der mit dieser Einheit im Nahkampf ist, erhält 1 Zustandsmarker.",2021-S03
Unbiased Justice,Unbefangenes Recht,"Bestimme ein Mal pro Partie zu Beginn eines beliebigen Zuges eine beliebige Anzahl an befreundeten Kampfeinheiten zum Ziel:
• 1 dieser Einheiten heilt 2 **Wunden**.
• 1 dieser Einheiten legt alle Zustandsmarker ab.
• 1 dieser Einheiten wird um 2 Zoll verschoben.
• 1 dieser Einheiten verwendet bis zum Ende der Runde ihren höchsten Angriffswürfelwert und darf beliebig viele Angriffswürfel neu werfen.
*(Dieselbe Kampfeinheit darf für mehrere Effekte zum Ziel bestimmt werden.)*",2021
Unfaltering Politics,Unbeugsame Politik,"Ein Mal pro Partie, während der Aufräumphase, darfst du Arys Eichenherz auf der Taktiktafel stehen lassen. Er wird in der nächsten Runde nicht aktiviert.
Falls Arys Eichenherz eine Runde auf der Taktiktafel beginnt, bestimme 1 feindliche Kampfeinheit zum Ziel. Sie wird **Geschwächt**.",2021
War Machines of The Wall,Kriegsmaschinen der Mauer,"Immer wenn Othell eine Zone auf der Taktiktafel beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Führe den folgenden Fernkampfangriff auf 1 feindliche Kampfeinheit durch:*
[ATTACK:Ranged:Salve:3+3]
*Dieser Angriff erhält +1 Angriffswürfel für jede verbleibende Schlachtreihe des Verteidigers und den folgenden Effekt, basierend auf der Zone, die Othell beansprucht hat:*
[CROWN]: **Grausam** [MONEY]: **Spaltschlag**
[SWORDS]: Verteidiger wird **Geschwächt**",2021-S03
Wealth Of The Thirteen,Reichtum der Dreizehn,"Bei Spielbeginn werden 3 Befehlsmarker auf Xaro gelegt.
Immer wenn Xaro die [MONEY]-Zone beansprucht, lege 1 Befehlsmarker auf ihn. 
Sobald eine Kampfeinheit einen Angriff durchführt, darfst du 1 Befehlsmarker von Xaro ablegen und jene Kampfeinheit zum Ziel bestimmen. Falls du das tust, wähle 1 der folgenden Effekte, den die Einheit bis zum Ende jenes Angriffs erhält/erleidet:
• Diese Einheit wird so behandelt, als hätte sie +1 Schlachtreihe für die Anzahl der Angriffswürfel.
• Diese Einheit wird so behandelt, als hätte sie –1 Schlachtreihe für die Anzahl der Angriffswürfel.",S04
Wisdom Beyond Her Years,"Weisheit, ihrem Alter weit voraus","Durchsuche bei Spielbeginn dein Taktikdeck nach 1 Heerführer-Taktikkarte und lege sie verdeckt in die Nähe dieser Karte.
Ein Mal pro Partie zu Beginn eines befreundeten Zuges darfst du 1 Taktikkarte von deiner Hand ablegen. Falls du das tust, nimm die verdeckte Karte und füge sie deiner Hand hinzu.",2021
Wisdom of The Old Knight,Weisheit des alten Ritters,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Solange Barristan Einfluss auf eine Einheit ausübt, immer wenn jene Einheit zum Ziel einer feindlichen Fähigkeit oder Taktikkarte bestimmt wird, darfst du diese Karte von jener Einheit entfernen, um den Effekt jener Einheit oder Taktikkarte aufzuheben.",2021
Wolf's Cunning,Wolfslist,"Bestimme nach der Aufstellung 1 befreundete Kampfeinheit zum Ziel. Entferne sie vom Schlachtfeld und platziere sie neben der Spielfläche *(in deiner Reserve)*. Ein Mal pro Partie, sobald Robb die [HORSE]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Stelle die Einheit, die durch Robb in deiner Reserve platziert wurde, vollständig innerhalb **Kurzer Reichweite** zu einem beliebigen Seitenrand auf und lege diese Karte bis zum Ende der Partie an sie an. Solange diese Karte an dieser Einheit anliegt, werden Feinde, gegen die diese Einheit einen erfolgreichen Ansturm in die Flanke oder den Rücken durchführt, **Panisch** und **Verwundbar**.*",2021-S03
Zeal of the Drowned God,Eifer des Ertrunkenen Gottes,"**Ben darf nur Einfluss auf Graufreud-Einheiten ausüben.**
**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*: 
Solange Ben Einfluss auf eine befreundete Einheit ausübt, darf jene Einheit beliebig viele Würfel für Moralproben neu werfen und sie erhält die Fähigkeit **Abgehärtet**.
**ABGEHÄRTET**
*Immer wenn ein Feind einen Angriff auf diese Einheit durchführt, nachdem die Verteidigungswürfel geworfen worden sind, wehrt diese Einheit 1 Treffer ab für jede ihrer vernichteten Schlachtreihen.*",S04
